X,Y,FID,ICOUNT,Comuna,Año,Clase_Acci,Cód_Comun,Cód_Regi,Región,Zona,Cód_Ubica,Ubicación,Cód_Calle,Calle_Uno,Cód_Cal_1,Calle_Dos,Número,Intersecci,Direcci_1,Fallecidos,Graves,Menos_Grav,Leves
-70.584740200099986,-33.609863363303425,1338,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,132012712,TOCORNAL,132010089,ANDALIEN, ,ANDALIEN - TOCORNAL,TOCORNAL @ ANDALIEN,0,0,0,1
-70.584730768909708,-33.394561435062045,1339,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131320218,ESPOZ, , ,5229,- ESPOZ,5229 ESPOZ,0,0,0,1
-70.584714400349128,-33.571138100043122,1340,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010585,CONCHA Y TORO, , ,3854,- CONCHA Y TORO,3854 CONCHA Y TORO,0,1,0,0
-70.584644700192598,-33.563652899661406,1341,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131102663,VICUNA MACKENNA, , ,11488,- VICUNA MACKENNA,11488 VICUNA MACKENNA,0,1,0,0
-70.584249000290981,-33.500889099851918,1342,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131220675,LAS TORRES, , ,4681,- LAS TORRES,4681 LAS TORRES,0,0,0,0
-70.584071799673666,-33.522593400165128,1343,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131102739,WALKER MARTINEZ, , ,1268,- WALKER MARTINEZ,1268 WALKER MARTINEZ,0,0,0,1
-70.584065675290503,-33.568868526860868,1344,3,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010585,CONCHA Y TORO,132010903,ELISA CORREA SANFUENTE, ,CONCHA Y TORO - ELISA CORREA SANFUENTE,CONCHA Y TORO @ ELIS
-70.583700436325898,-33.568184836161102,1345,2,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010585,CONCHA Y TORO, , ,4115,- CONCHA Y TORO,4115 CONCHA Y TORO,1,1,0,1
-70.583545088335029,-33.569424894243291,1346,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010585,CONCHA Y TORO,132011891,LOS TOROS, ,CONCHA Y TORO - LOS TOROS,CONCHA Y TORO @ LOS TOROS,0,0,0,1
-70.583522230266567,-33.44838906470342,1347,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131200674,SIMON BOLIVAR,131200502,ORTUZAR, ,ORTUZAR - SIMON BOLIVAR,SIMON BOLIVAR @ ORTUZAR,0,0,0,1
-70.583511700104737,-33.538865100144108,1348,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131100449,COLOMBIA, , ,9187,- COLOMBIA,9187 COLOMBIA,0,0,0,1
-70.583110353359984,-33.488440116617959,1349,1,MACUL,2016,1,13118,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131180519,SAN VICENTE DE PAUL,131180482,QUILIN, ,QUILIN - SAN VICENTE DE PAUL,SAN VICENTE DE PAUL @ QUILIN,0,0,0,1
-70.583105031172124,-33.434813656325048,1350,1,PROVIDENCIA,2016,1,13123,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131230182,ELIECER PARADA,131230475,SAN JUAN DE LUZ, ,ELIECER PARADA - SAN JUAN DE LUZ,ELIECER PARADA @ SAN JUAN DE LUZ,0,0,0,1
-70.582981596523325,-33.549998806899282,1351,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131101026,JOSE MIGUEL CARRERA,131100161,BACTERIOLOGICO, ,BACTERIOLOGICO - JOSE MIGUEL CARRERA,JOSE MIGUEL CARRERA @ BACTERIOLOGICO,0
-70.582935366873528,-33.397108917642313,1352,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131320490,PIO XI,131320597,VITACURA, ,PIO XI - VITACURA,PIO XI @ VITACURA,0,0,0,1
-70.582877062925945,-33.414696836589592,1353,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131140292,CRUZ DEL SUR, , ,100,- CRUZ DEL SUR,100 CRUZ DEL SUR,0,1,0,0
-70.582783699807749,-33.576642999574624,1354,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132010585,CONCHA Y TORO, , ,3626,- CONCHA Y TORO,3626 CONCHA Y TORO,0,0,1,0
-70.582590100052926,-33.52259349998986,1355,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131101706,MEXICO, , ,6865,- MEXICO,6865 MEXICO,0,1,0,0
-70.582464931511254,-33.607259197353926,1356,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,132010597,COQUIMBO,132010929,ERNESTO ALVEAR, ,COQUIMBO - ERNESTO ALVEAR,COQUIMBO @ ERNESTO ALVEAR,0,0,0,1
-70.582119819373986,-33.579325614285509,1357,5,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010585,CONCHA Y TORO,132011093,GABRIELA PONIENTE, ,CONCHA Y TORO - GABRIELA PONIENTE,CONCHA Y TORO @ GABRIELA PONIE
-70.58181350039257,-33.578548799687226,1358,14,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,132010585,CONCHA Y TORO, , ,3459,- CONCHA Y TORO,3459 CONCHA Y TORO,0,3,3,10
-70.5817539472867,-33.41521493961762,1359,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131140436,FELIX DE AMESTI,131140881,NEVERIA, ,FELIX DE AMESTI - NEVERIA,FELIX DE AMESTI @ NEVERIA,0,0,1,0
-70.581736889845445,-33.467242684102416,1360,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131200615,RAMON CRUZ,131200256,GRECIA, ,GRECIA - RAMON CRUZ,RAMON CRUZ @ GRECIA,0,0,0,1
-70.581698899784271,-33.579187599827719,1361,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132010585,CONCHA Y TORO, , ,3399,- CONCHA Y TORO,3399 CONCHA Y TORO,0,1,0,0
-70.581483849400001,-33.617272871345776,1362,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,132012620,SGTO MENADIER,132012751,URUGUAY, ,SGTO MENADIER - URUGUAY,SGTO MENADIER @ URUGUAY,0,0,0,1
-70.581427054514791,-33.424000020984025,1363,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131140288,CRISTOBAL COLON,131140446,FLANDES, ,CRISTOBAL COLON - FLANDES,CRISTOBAL COLON @ FLANDES,0,1,0,0
-70.581171614678112,-33.581773858476652,1364,2,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010585,CONCHA Y TORO,132010666,DEL CARIBE, ,CONCHA Y TORO - DEL CARIBE,CONCHA Y TORO @ DEL CARIBE,0,0,0,2
-70.581127100035474,-33.420305700447571,1365,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,4,ACERA O BERMA,131140038,AMERICO VESPUCIO SUR, , ,800,- AMERICO VESPUCIO SUR,800 AMERICO VESPUCIO SUR,2,0,0,0
-70.58109360028925,-33.404570000005329,1366,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131140215,CERRO COLORADO, , ,4800,- CERRO COLORADO,4800 CERRO COLORADO,0,1,0,0
-70.580983019650489,-33.446536633958331,1367,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131200171,ECHENIQUE,131200140,COVENTRY, ,COVENTRY - ECHENIQUE,ECHENIQUE @ COVENTRY,0,1,0,0
-70.580883800147092,-33.402129999899451,1368,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131140944,PDTE KENNEDY, , ,5055,- PDTE KENNEDY,5055 PDTE KENNEDY,0,0,0,1
-70.580820600290338,-33.415168000402744,1369,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131140431,EVARISTO LILLO, , ,229,- EVARISTO LILLO,229 EVARISTO LILLO,0,1,0,0
-70.580706220915204,-33.622684678455009,1370,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,132012599,SAN PEDRO,132012751,URUGUAY, ,SAN PEDRO - URUGUAY,SAN PEDRO @ URUGUAY,0,0,1,0
-70.580696774436433,-33.421849299505446,1371,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131140038,AMERICO VESPUCIO SUR,131140847,MARTIN DE ZAMORA, ,AMERICO VESPUCIO SUR - MARTIN DE ZAMORA,AMERICO VESPUCIO SU
-70.580673499981913,-33.598452099684494,1372,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132012561,SAN CARLOS, , ,263,- SAN CARLOS,263 SAN CARLOS,0,0,0,1
-70.580633099737611,-33.583421799576243,1373,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132010585,CONCHA Y TORO, , ,2983,- CONCHA Y TORO,2983 CONCHA Y TORO,1,0,0,0
-70.580489959144131,-33.450601187394732,1374,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,131200140,COVENTRY,131200212,ESTRELLA SOLITARIA, ,COVENTRY - ESTRELLA SOLITARIA,COVENTRY @ ESTRELLA SOLITARIA,0,0,0,1
-70.580329299757238,-33.588415199801496,1375,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132010585,CONCHA Y TORO, , ,2500,- CONCHA Y TORO,2500 CONCHA Y TORO,0,1,0,0
-70.580286500121758,-33.510744899657261,1376,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131100561,DEPARTAMENTAL, , ,2167,- DEPARTAMENTAL,2167 DEPARTAMENTAL,0,0,0,1
-70.580269976877787,-33.490062034035489,1377,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,24,ROTONDA,131221208,QUILIN,131220053,AMERICO VESPUCIO, ,AMERICO VESPUCIO - QUILIN,QUILIN @ AMERICO VESPUCIO,0,1,0,0
-70.580255448330149,-33.382123113290909,1378,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131320157,COST MONS ESCRIVA DE BALAGUER,131320401,MANQUEHUE NORTE, ,COST MONS ESCRIVA DE BALAGUER - MANQUEHUE NORTE,COST 
-70.580124449483606,-33.589403810137583,1379,2,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010585,CONCHA Y TORO,132010097,ANGEL PIMENTEL, ,ANGEL PIMENTEL - CONCHA Y TORO,CONCHA Y TORO @ ANGEL PIMENTEL,0,1,1
-70.579969427047274,-33.527885760219469,1380,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131101706,MEXICO,131100849,GERONIMO DE ALDERETE, ,GERONIMO DE ALDERETE - MEXICO,MEXICO @ GERONIMO DE ALDERETE,0,0,0,1
-70.579827299989745,-33.621734200272968,1381,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132012401,RAMON BARROS LUCO, , ,570,- RAMON BARROS LUCO,570 RAMON BARROS LUCO,0,1,0,0
-70.579784200879999,-33.606292451335378,1382,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,132010929,ERNESTO ALVEAR,132012713,TOCORNAL GREZ, ,ERNESTO ALVEAR - TOCORNAL GREZ,ERNESTO ALVEAR @ TOCORNAL GREZ,0,1,0,1
-70.579751461960257,-33.614891114932853,1383,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,132012405,RAMON NUNEZ,132011050,FEDERICO GARCIA LORCA, ,FEDERICO GARCIA LORCA - RAMON NUNEZ,RAMON NUNEZ @ FEDERICO GARCIA LORC
-70.579525702449075,-33.607612404288901,1384,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,14,CRUCE CON SEÑAL PARE,132011096,GANDARILLAS,132012713,TOCORNAL GREZ, ,GANDARILLAS - TOCORNAL GREZ,GANDARILLAS @ TOCORNAL GREZ,0,0,1,0
-70.579430699866748,-33.484808600236548,1385,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131220053,AMERICO VESPUCIO, , ,3100,- AMERICO VESPUCIO,3100 AMERICO VESPUCIO,0,0,1,0
-70.579360059019336,-33.381903916132671,1386,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131320157,COST MONS ESCRIVA DE BALAGUER,131320218,ESPOZ, ,COST MONS ESCRIVA DE BALAGUER - ESPOZ,COST MONS ESCRIVA DE BALAGUER @ ESPOZ,
-70.579336799853252,-33.390531199754889,1387,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131320395,LUIS PASTEUR, , ,5661,- LUIS PASTEUR,5661 LUIS PASTEUR,0,0,0,1
-70.579184235264108,-33.423477604807424,1388,2,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,4,ACERA O BERMA,131140038,AMERICO VESPUCIO SUR,131140288,CRISTOBAL COLON, ,AMERICO VESPUCIO SUR - CRISTOBAL COLON,AMERICO VESPUCIO SUR @ CRISTOBAL COLON,
-70.578862688062429,-33.611074829239833,1389,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,132012713,TOCORNAL GREZ,132010565,CLAVERO, ,CLAVERO - TOCORNAL GREZ,TOCORNAL GREZ @ CLAVERO,0,0,0,1
-70.578844636870315,-33.53139017451678,1390,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,131101704,MEXICO,131101271,LAS LILAS, ,LAS LILAS - MEXICO,MEXICO @ LAS LILAS,0,0,0,2
-70.578766000150608,-33.489978100308939,1391,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131221206,QUILIN, , ,5273,- QUILIN,5273 QUILIN,0,0,0,1
-70.578716433116767,-33.594204825592051,1392,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010585,CONCHA Y TORO,132011580,LAS NIEVES ORIENTE, ,CONCHA Y TORO - LAS NIEVES ORIENTE,CONCHA Y TORO @ LAS NIEVES O
-70.578631479558965,-33.385205285994999,1393,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131320401,MANQUEHUE NORTE,131320218,ESPOZ, ,ESPOZ - MANQUEHUE NORTE,MANQUEHUE NORTE @ ESPOZ,0,0,0,1
-70.578476508384028,-33.394385922472168,1394,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131320393,LUIS CARRERA,131320597,VITACURA, ,LUIS CARRERA - VITACURA,LUIS CARRERA @ VITACURA,0,0,0,1
-70.578443096771366,-33.420344829050478,1395,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131140436,FELIX DE AMESTI,131140847,MARTIN DE ZAMORA, ,FELIX DE AMESTI - MARTIN DE ZAMORA,FELIX DE AMESTI @ MARTIN DE ZAMORA,0,0
-70.57839519977847,-33.555560299867807,1396,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131102375,SAN PEDRO, , ,719,- SAN PEDRO,719 SAN PEDRO,0,0,0,1
-70.578252685113171,-33.598032628003217,1397,3,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,132012561,SAN CARLOS,132010585,CONCHA Y TORO, ,CONCHA Y TORO - SAN CARLOS,SAN CARLOS @ CONCHA Y TORO,0,2,0,2
-70.578074941305317,-33.388839052480144,1398,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131320395,LUIS PASTEUR,131320347,LO ARCAYA, ,LO ARCAYA - LUIS PASTEUR,LUIS PASTEUR @ LO ARCAYA,0,0,0,1
-70.578035014104444,-33.416434711692446,1399,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,4,ACERA O BERMA,131140311,DEL INCA,131140883,NIBALDO CORREA, ,DEL INCA - NIBALDO CORREA,DEL INCA @ NIBALDO CORREA,0,1,0,0
-70.577989699964519,-33.533666099610613,1400,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131101706,MEXICO, , ,8952,- MEXICO,8952 MEXICO,0,0,0,1
-70.577985799604789,-33.607388570226178,1401,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,132012676,STO DOMINGO,132011096,GANDARILLAS, ,GANDARILLAS - STO DOMINGO,STO DOMINGO @ GANDARILLAS,0,0,0,1
-70.577886777952301,-33.607566009163882,1402,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132012676,STO DOMINGO, , ,481,- STO DOMINGO,481 STO DOMINGO,0,0,0,1
-70.57775250017761,-33.599301399639728,1403,5,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132010585,CONCHA Y TORO, , ,1149,- CONCHA Y TORO,1149 CONCHA Y TORO,0,2,0,5
-70.577707800274595,-33.522397300295033,1404,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131102739,WALKER MARTINEZ, , ,15830,- WALKER MARTINEZ,15830 WALKER MARTINEZ,0,0,0,1
-70.577665352274039,-33.600460428805597,1405,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010585,CONCHA Y TORO,132011206,INDEPENDENCIA, ,CONCHA Y TORO - INDEPENDENCIA,CONCHA Y TORO @ INDEPENDENCIA,0,0,0,3
-70.577654799629158,-33.601024800154228,1406,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132010585,CONCHA Y TORO, , ,1050,- CONCHA Y TORO,1050 CONCHA Y TORO,0,0,0,2
-70.577481579411199,-33.388331277266509,1407,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131320395,LUIS PASTEUR,131320551,SOTTO IL MONTE, ,LUIS PASTEUR - SOTTO IL MONTE,LUIS PASTEUR @ SOTTO IL MONTE,0,0,0,1
-70.577322583770069,-33.610787858272886,1408,2,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,132012676,STO DOMINGO,132010565,CLAVERO, ,CLAVERO - STO DOMINGO,STO DOMINGO @ CLAVERO,0,0,1,1
-70.577164041387221,-33.602988341238813,1409,2,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010585,CONCHA Y TORO,132010704,DOMINGO TOCORNAL, ,CONCHA Y TORO - DOMINGO TOCORNAL,CONCHA Y TORO @ DOMINGO TOCORNAL
-70.57710319955288,-33.611810900052831,1410,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132012676,STO DOMINGO, , ,67,- STO DOMINGO,67 STO DOMINGO,0,0,0,1
-70.577098934068374,-33.425961972966554,1411,1,LAS CONDES,2016,1,13114,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131140547,ISABEL LA CATOLICA,131140038,AMERICO VESPUCIO SUR, ,AMERICO VESPUCIO SUR - ISABEL LA CATOLICA,ISABEL LA CATOL
-70.57706735257608,-33.594053398645244,1412,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,132012583,SAN JORGE,132011580,LAS NIEVES ORIENTE, ,LAS NIEVES ORIENTE - SAN JORGE,SAN JORGE @ LAS NIEVES ORIENTE,0,1,0,0
-70.577000273943327,-33.396968058628822,1413,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131320328,LAS HUALTATAS,131320393,LUIS CARRERA, ,LAS HUALTATAS - LUIS CARRERA,LAS HUALTATAS @ LUIS CARRERA,0,1,0,0
-70.576997399710081,-33.386372099692494,1414,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131320401,MANQUEHUE NORTE, , ,2055,- MANQUEHUE NORTE,2055 MANQUEHUE NORTE,0,0,0,1
-70.57695710828375,-33.612505974371068,1415,2,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132011048,EYZAGUIRRE,132012676,STO DOMINGO, ,EYZAGUIRRE - STO DOMINGO,EYZAGUIRRE @ STO DOMINGO,0,0,0,3
-70.576888152765889,-33.604336394408897,1416,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010585,CONCHA Y TORO,132012244,PROFE ALCAINO, ,CONCHA Y TORO - PROFE ALCAINO,CONCHA Y TORO @ PROFE ALCAINO,0,0,0,1
-70.57667010044463,-33.543518400153921,1417,1,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131102434,STA AMALIA, , ,1064,- STA AMALIA,1064 STA AMALIA,0,0,0,1
-70.576645200015832,-33.490704300163131,1418,1,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131221206,QUILIN, , ,5400,- QUILIN,5400 QUILIN,0,1,0,0
-70.576588951918438,-33.605846247306324,1419,7,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010585,CONCHA Y TORO,132010929,ERNESTO ALVEAR, ,CONCHA Y TORO - ERNESTO ALVEAR,CONCHA Y TORO @ ERNESTO ALVEAR,0,0,0
-70.576393538231059,-33.60717440297617,1420,2,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010585,CONCHA Y TORO,132011096,GANDARILLAS, ,CONCHA Y TORO - GANDARILLAS,CONCHA Y TORO @ GANDARILLAS,0,0,0,2
-70.576353895215959,-33.528678592642791,1421,2,LA FLORIDA,2016,1,13110,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131101085,LA FLORIDA,131100849,GERONIMO DE ALDERETE, ,GERONIMO DE ALDERETE - LA FLORIDA,LA FLORIDA @ GERONIMO DE ALDERETE,0,1,0,1
-70.576307433541047,-33.470245799204136,1422,3,PENALOLEN,2016,1,13122,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,131220053,AMERICO VESPUCIO,131220495,GRECIA, ,AMERICO VESPUCIO - GRECIA,AMERICO VESPUCIO @ GRECIA,1,0,0,3
-70.576248098071119,-33.568568920419203,1423,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,132011891,LOS TOROS,132012444,RIO CLARO, ,LOS TOROS - RIO CLARO,LOS TOROS @ RIO CLARO,0,0,0,1
-70.576144595996141,-33.378536212276245,1424,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,131320133,CAROLINA RABAT,131320555,STA MARIA, ,CAROLINA RABAT - STA MARIA,CAROLINA RABAT @ STA MARIA,0,1,0,0
-70.576136554258426,-33.387184994191948,1425,1,VITACURA,2016,1,13132,13,REGION METROPOLITANA,URBANA,26,OTROS NO CONSIDERADOS,131320401,MANQUEHUE NORTE,131320094,BUENAVENTURA, ,BUENAVENTURA - MANQUEHUE NORTE,MANQUEHUE NORTE @ BUENAVENTURA,0,1,0,0
-70.576130747335981,-33.454180813793357,1426,1,ñuñoa,2016,1,13120,13,REGION METROPOLITANA,URBANA,15,CRUCE CON SEÑAL CEDA EL PASO,131200285,IRARRAZAVAL,131200268,HAMBURGO, ,HAMBURGO - IRARRAZAVAL,IRARRAZAVAL @ HAMBURGO,0,0,0,1
-70.576021294447003,-33.616458836505963,1427,2,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,16,CRUCE SIN SEÑALIZACIÓN,132012620,SGTO MENADIER,132012404,RAMON CORDOVA, ,RAMON CORDOVA - SGTO MENADIER,SGTO MENADIER @ RAMON CORDOVA,0,0,0,2
-70.575994599870739,-33.608720700000163,1428,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132010585,CONCHA Y TORO, , ,400,- CONCHA Y TORO,400 CONCHA Y TORO,0,0,0,1
-70.575969746206681,-33.610603937921262,1429,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,1,TRAMO DE VIA RECTA,132010565,CLAVERO, , ,18,- CLAVERO,18 CLAVERO,0,0,0,1
-70.575963051653332,-33.609281120627045,1430,1,PUENTE ALTO,2016,1,13201,13,REGION METROPOLITANA,URBANA,11,CRUCE CON SEMAFORO FUNCIONANDO,132010585,CONCHA Y TORO,132011314,JOSE LUIS COO, ,CONCHA Y TORO - JOSE LUIS COO,CONCHA Y TORO @ JOSE LUIS COO,0,1,0,0
